No,turn,file_name,position,x,y
2,1,outputdir/TuckBack_5_frame_60.png,2,887,756
3,1,outputdir/TuckBack_5_frame_60.png,3,857,742
4,1,outputdir/TuckBack_5_frame_60.png,4,833,719
5,1,outputdir/TuckBack_5_frame_60.png,5,880,756
6,1,outputdir/TuckBack_5_frame_60.png,6,857,739
7,1,outputdir/TuckBack_5_frame_60.png,7,840,726
8,1,outputdir/TuckBack_5_frame_60.png,8,897,824
9,1,outputdir/TuckBack_5_frame_60.png,9,883,878
10,1,outputdir/TuckBack_5_frame_60.png,10,880,918
11,1,outputdir/TuckBack_5_frame_60.png,11,897,830
12,1,outputdir/TuckBack_5_frame_60.png,12,883,881
13,1,outputdir/TuckBack_5_frame_60.png,13,880,925
14,1,outputdir/TuckBack_5_frame_60.png,14,857,732
15,1,outputdir/TuckBack_5_frame_60.png,15,870,736
16,1,outputdir/TuckBack_5_frame_60.png,17,877,736
0,1,outputdir/TuckBack_5_frame_61.png,0,870,763
1,1,outputdir/TuckBack_5_frame_61.png,1,887,783
2,1,outputdir/TuckBack_5_frame_61.png,2,897,780
3,1,outputdir/TuckBack_5_frame_61.png,3,870,763
4,1,outputdir/TuckBack_5_frame_61.png,4,853,736
5,1,outputdir/TuckBack_5_frame_61.png,5,880,780
6,1,outputdir/TuckBack_5_frame_61.png,6,857,759
7,1,outputdir/TuckBack_5_frame_61.png,7,850,739
8,1,outputdir/TuckBack_5_frame_61.png,8,900,847
9,1,outputdir/TuckBack_5_frame_61.png,9,897,888
10,1,outputdir/TuckBack_5_frame_61.png,10,897,915
11,1,outputdir/TuckBack_5_frame_61.png,11,887,850
12,1,outputdir/TuckBack_5_frame_61.png,12,880,891
13,1,outputdir/TuckBack_5_frame_61.png,13,880,918
14,1,outputdir/TuckBack_5_frame_61.png,15,873,759
15,1,outputdir/TuckBack_5_frame_61.png,17,877,763
0,1,outputdir/TuckBack_5_frame_64.png,0,873,742
1,1,outputdir/TuckBack_5_frame_64.png,1,887,773
2,1,outputdir/TuckBack_5_frame_64.png,5,890,773
3,1,outputdir/TuckBack_5_frame_64.png,6,873,753
4,1,outputdir/TuckBack_5_frame_64.png,7,863,726
5,1,outputdir/TuckBack_5_frame_64.png,8,883,840
6,1,outputdir/TuckBack_5_frame_64.png,9,880,881
7,1,outputdir/TuckBack_5_frame_64.png,10,877,908
8,1,outputdir/TuckBack_5_frame_64.png,11,887,840
9,1,outputdir/TuckBack_5_frame_64.png,12,880,881
10,1,outputdir/TuckBack_5_frame_64.png,13,880,908
11,1,outputdir/TuckBack_5_frame_64.png,15,877,742
12,1,outputdir/TuckBack_5_frame_64.png,17,883,749
13,2,outputdir/TuckBack_5_frame_64.png,2,890,773
14,2,outputdir/TuckBack_5_frame_64.png,3,873,753
15,2,outputdir/TuckBack_5_frame_64.png,4,860,722
0,1,outputdir/TuckBack_5_frame_65.png,0,873,716
1,1,outputdir/TuckBack_5_frame_65.png,1,893,742
2,1,outputdir/TuckBack_5_frame_65.png,2,897,742
3,1,outputdir/TuckBack_5_frame_65.png,3,873,716
4,1,outputdir/TuckBack_5_frame_65.png,4,853,678
5,1,outputdir/TuckBack_5_frame_65.png,5,893,739
6,1,outputdir/TuckBack_5_frame_65.png,6,870,712
7,1,outputdir/TuckBack_5_frame_65.png,7,853,678
8,1,outputdir/TuckBack_5_frame_65.png,8,890,817
9,1,outputdir/TuckBack_5_frame_65.png,9,880,871
10,1,outputdir/TuckBack_5_frame_65.png,10,887,911
11,1,outputdir/TuckBack_5_frame_65.png,11,883,817
12,1,outputdir/TuckBack_5_frame_65.png,12,880,874
13,1,outputdir/TuckBack_5_frame_65.png,13,883,921
14,1,outputdir/TuckBack_5_frame_65.png,15,877,712
15,1,outputdir/TuckBack_5_frame_65.png,17,890,719
0,1,outputdir/TuckBack_5_frame_66.png,0,870,672
1,1,outputdir/TuckBack_5_frame_66.png,1,883,699
2,1,outputdir/TuckBack_5_frame_66.png,5,887,699
3,1,outputdir/TuckBack_5_frame_66.png,6,873,668
4,1,outputdir/TuckBack_5_frame_66.png,7,863,648
5,1,outputdir/TuckBack_5_frame_66.png,8,883,776
6,1,outputdir/TuckBack_5_frame_66.png,9,883,840
7,1,outputdir/TuckBack_5_frame_66.png,10,887,898
8,1,outputdir/TuckBack_5_frame_66.png,11,880,780
9,1,outputdir/TuckBack_5_frame_66.png,12,880,840
10,1,outputdir/TuckBack_5_frame_66.png,13,887,904
11,1,outputdir/TuckBack_5_frame_66.png,15,873,672
12,1,outputdir/TuckBack_5_frame_66.png,17,887,675
13,2,outputdir/TuckBack_5_frame_66.png,2,887,699
14,2,outputdir/TuckBack_5_frame_66.png,3,870,668
15,2,outputdir/TuckBack_5_frame_66.png,4,860,645
0,1,outputdir/TuckBack_5_frame_67.png,0,873,621
1,1,outputdir/TuckBack_5_frame_67.png,1,883,662
2,1,outputdir/TuckBack_5_frame_67.png,5,893,665
3,1,outputdir/TuckBack_5_frame_67.png,8,883,739
4,1,outputdir/TuckBack_5_frame_67.png,9,890,796
5,1,outputdir/TuckBack_5_frame_67.png,10,893,861
6,1,outputdir/TuckBack_5_frame_67.png,11,883,739
7,1,outputdir/TuckBack_5_frame_67.png,12,887,796
8,1,outputdir/TuckBack_5_frame_67.png,13,893,861
9,1,outputdir/TuckBack_5_frame_67.png,15,877,618
10,1,outputdir/TuckBack_5_frame_67.png,17,887,628
